form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,analysed_phon_form,paradigm_tag,morphanalysis_tag,overabundance_tag,order_tag,source,page,language_id
monsang109,kʰi:r,1.sg.2.sg.fut.neg,kʰìːr-máː-ní-ŋ-tʃɘ́,Σmááníŋtʃɘ́,Σ m aa ⁵ n i ⁵ ŋ tʃ ɘ ⁵,Σ+máá+ní+ŋ+tʃɘ́,Σ + m aa ⁵ + n i ⁵ + ŋ + tʃ ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang110,mu,1.sg.2.sg.fut.neg,m̥ù-màː-ní-ŋ-tʃɘ́,Σmààníŋtʃɘ́,Σ m aa ¹ n i ⁵ ŋ tʃ ɘ ⁵,Σ+màà+ní+ŋ+tʃɘ́,Σ + m aa ¹ + n i ⁵ + ŋ + tʃ ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang111,kʰi:r,1.sg.2.pl.fut.neg,kʰìːr-máː-ní-ŋ-tʃ-ʷú,Σmááníŋtʃʷú,Σ m aa ⁵ n i ⁵ ŋ tʃ ʉ ⁵,Σ+máá+ní+ŋ+tʃ+ʷú,Σ + m aa ⁵ + n i ⁵ + ŋ + tʃ + ʉ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang112,kʰi:r,1.sg.3.pl.fut.neg,kʰìːr-máː-hé-ní-ŋ,Σmááhéníŋ,Σ m aa ⁵ h e ⁵ n i ⁵ ŋ,Σ+máá+hé+ní+ŋ,Σ + m aa ⁵ + h e ⁵ + n i ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang113,mu,1.sg.2.pl.fut.neg,m̥ù-màː-ní-ŋ-tʃ-ʷú,Σmààníŋtʃʷú,Σ m aa ¹ n i ⁵ ŋ tʃ ʉ ⁵,Σ+màà+ní+ŋ+tʃ+ʷú,Σ + m aa ¹ + n i ⁵ + ŋ + tʃ + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang114,mu,1.sg.3.pl.fut.neg,m̥ù-màː-hé-ní-ŋ,Σmààhéníŋ,Σ m aa ¹ h e ⁵ n i ⁵ ŋ,Σ+màà+hé+ní+ŋ,Σ + m aa ¹ + h e ⁵ + n i ⁵ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang115,kʰi:r,1.pl.excl.2.sg.fut.neg,kʰìːr-máː-n-ú-ŋ-tʃɘ́,Σmáánúŋtʃɘ́,Σ m aa ⁵ n u ⁵ ŋ tʃ ɘ ⁵,Σ+máá+n+ú+ŋ+tʃɘ́,Σ + m aa ⁵ + n + u ⁵ + ŋ + tʃ ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang116,kʰi:r,1.pl.excl.2.sg.fut.neg,kʰìːr-máː-ní-ŋ-tʃɘ́,Σmááníŋtʃɘ́,Σ m aa ⁵ n i ⁵ ŋ tʃ ɘ ⁵,Σ+máá+ní+ŋ+tʃɘ́,Σ + m aa ⁵ + n i ⁵ + ŋ + tʃ ɘ ⁵,,tone_alt_stem,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang117,mu,1.pl.excl.2.sg.fut.neg,m̥ù-màː-n-ú-ŋ-tʃɘ́,Σmàànúŋtʃɘ́,Σ m aa ¹ n u ⁵ ŋ tʃ ɘ ⁵,Σ+màà+n+ú+ŋ+tʃɘ́,Σ + m aa ¹ + n + u ⁵ + ŋ + tʃ ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang118,mu,1.pl.excl.2.sg.fut.neg,m̥ù-màː-ní-ŋ-tʃɘ́,Σmààníŋtʃɘ́,Σ m aa ¹ n i ⁵ ŋ tʃ ɘ ⁵,Σ+màà+ní+ŋ+tʃɘ́,Σ + m aa ¹ + n i ⁵ + ŋ + tʃ ɘ ⁵,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang119,kʰi:r,1.pl.excl.2.pl.fut.neg,kʰìːr-máː-n-ú-ŋ-tʃ-ʷú,Σmáánúŋtʃʷú,Σ m aa ⁵ n u ⁵ ŋ tʃ ʉ ⁵,Σ+máá+n+ú+ŋ+tʃ+ʷú,Σ + m aa ⁵ + n + u ⁵ + ŋ + tʃ + ʉ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang120,kʰi:r,1.pl.excl.2.pl.fut.neg,kʰìːr-máː-ní-ŋ-tʃ-ʷú,Σmááníŋtʃʷú,Σ m aa ⁵ n i ⁵ ŋ tʃ ʉ ⁵,Σ+máá+ní+ŋ+tʃ+ʷú,Σ + m aa ⁵ + n i ⁵ + ŋ + tʃ + ʉ ⁵,,tone_alt_stem,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang121,mu,1.pl.excl.2.pl.fut.neg,m̥ù-màː-n-ú-ŋ-tʃ-ʷú,Σmàànúŋtʃʷú,Σ m aa ¹ n u ⁵ ŋ tʃ ʉ ⁵,Σ+màà+n+ú+ŋ+tʃ+ʷú,Σ + m aa ¹ + n + u ⁵ + ŋ + tʃ + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang122,mu,1.pl.excl.2.pl.fut.neg,m̥ù-màː-ní-ŋ-tʃ-ʷú,Σmààníŋtʃʷú,Σ m aa ¹ n i ⁵ ŋ tʃ ʉ ⁵,Σ+màà+ní+ŋ+tʃ+ʷú,Σ + m aa ¹ + n i ⁵ + ŋ + tʃ + ʉ ⁵,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang123,kʰi:r,1.sg.3.sg.fut.neg,kʰìːr-máː-ní-ŋ,Σmááníŋ,Σ m aa ⁵ n i ⁵ ŋ,Σ+máá+ní+ŋ,Σ + m aa ⁵ + n i ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang124,mu,1.sg.3.sg.fut.neg,m̥ù-màː-ní-ŋ,Σmààníŋ,Σ m aa ¹ n i ⁵ ŋ,Σ+màà+ní+ŋ,Σ + m aa ¹ + n i ⁵ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang125,kʰi:r,1.pl.excl.3.sg.fut.neg,kʰìːr-máː-n-ú-ŋ,Σmáánúŋ,Σ m aa ⁵ n u ⁵ ŋ,Σ+máá+n+ú+ŋ,Σ + m aa ⁵ + n + u ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang126,kʰi:r,1.pl.incl.3.sg.fut.neg,kʰìːr-máː-mé-nɘ́,Σmááménɘ́,Σ m aa ⁵ m e ⁵ n ɘ ⁵,Σ+máá+mé+nɘ́,Σ + m aa ⁵ + m e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang127,mu,1.pl.excl.3.sg.fut.neg,m̥ù-màː-n-ú-ŋ,Σmàànúŋ,Σ m aa ¹ n u ⁵ ŋ,Σ+màà+n+ú+ŋ,Σ + m aa ¹ + n + u ⁵ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang128,mu,1.pl.incl.3.sg.fut.neg,m̥ù-màː-mé-nɘ́,Σmààménɘ́,Σ m aa ¹ m e ⁵ n ɘ ⁵,Σ+màà+mé+nɘ́,Σ + m aa ¹ + m e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang129,kʰi:r,1.pl.excl.3.pl.fut.neg,kʰìːr-máː-hé-n-ú-ŋ,Σmááhénúŋ,Σ m aa ⁵ h e ⁵ n u ⁵ ŋ,Σ+máá+hé+n+ú+ŋ,Σ + m aa ⁵ + h e ⁵ + n + u ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang130,kʰi:r,1.pl.excl.3.pl.fut.neg,kʰìːr-máː-n-ú-ŋ,Σmáánúŋ,Σ m aa ⁵ n u ⁵ ŋ,Σ+máá+n+ú+ŋ,Σ + m aa ⁵ + n + u ⁵ + ŋ,,tone_alt_stem,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang131,kʰi:r,1.pl.incl.3.pl.fut.neg,kʰìːr-máː-hé-mé-nɘ́,Σmááhéménɘ́,Σ m aa ⁵ h e ⁵ m e ⁵ n ɘ ⁵,Σ+máá+hé+mé+nɘ́,Σ + m aa ⁵ + h e ⁵ + m e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang132,kʰi:r,1.pl.incl.3.pl.fut.neg,kʰìːr-máː-mé-nɘ́,Σmááménɘ́,Σ m aa ⁵ m e ⁵ n ɘ ⁵,Σ+máá+mé+nɘ́,Σ + m aa ⁵ + m e ⁵ + n ɘ ⁵,,tone_alt_stem,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang133,mu,1.pl.excl.3.pl.fut.neg,m̥ù-màː-hé-n-ú-ŋ,Σmààhénúŋ,Σ m aa ¹ h e ⁵ n u ⁵ ŋ,Σ+màà+hé+n+ú+ŋ,Σ + m aa ¹ + h e ⁵ + n + u ⁵ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang134,mu,1.pl.excl.3.pl.fut.neg,m̥ù-màː-n-ú-ŋ,Σmàànúŋ,Σ m aa ¹ n u ⁵ ŋ,Σ+màà+n+ú+ŋ,Σ + m aa ¹ + n + u ⁵ + ŋ,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang135,mu,1.pl.incl.3.pl.fut.neg,m̥ù-màː-mé-nɘ́,Σmààménɘ́,Σ m aa ¹ m e ⁵ n ɘ ⁵,Σ+màà+mé+nɘ́,Σ + m aa ¹ + m e ⁵ + n ɘ ⁵,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang136,mu,1.pl.incl.3.pl.fut.neg,m̥ù-màː-hé-mé-nɘ́,Σmààhéménɘ́,Σ m aa ¹ h e ⁵ m e ⁵ n ɘ ⁵,Σ+màà+hé+mé+nɘ́,Σ + m aa ¹ + h e ⁵ + m e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang137,kar,2.sg.fut.neg,kàr-máː-té-nɘ́,Σmááténɘ́,Σ m aa ⁵ t e ⁵ n ɘ ⁵,Σ+máá+té+nɘ́,Σ + m aa ⁵ + t e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang138,si,2.sg.fut.neg,sì-màː-té-nɘ́,Σmààténɘ́,Σ m aa ¹ t e ⁵ n ɘ ⁵,Σ+màà+té+nɘ́,Σ + m aa ¹ + t e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang139,kar,2.pl.fut.neg,kàr-máː-té-n-ʷú,Σmááténʷú,Σ m aa ⁵ t e ⁵ n ʉ ⁵,Σ+máá+té+n+ʷú,Σ + m aa ⁵ + t e ⁵ + n + ʉ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang140,si,2.pl.fut.neg,sì-màː-té-n-ʷú,Σmààténʷú,Σ m aa ¹ t e ⁵ n ʉ ⁵,Σ+màà+té+n+ʷú,Σ + m aa ¹ + t e ⁵ + n + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang141,kʰi:r,2.sg.1.sg.fut.neg,ì-kʰíːr-máː-té-nɘ́,ìΣmááténɘ́,i ¹ Σ m aa ⁵ t e ⁵ n ɘ ⁵,ì+Σ+máá+té+nɘ́,i ¹ + Σ + m aa ⁵ + t e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang142,kʰi:r,2.sg.1.pl.excl.fut.neg,ì-kʰíːr-máː-té-nɘ́,ìΣmááténɘ́,i ¹ Σ m aa ⁵ t e ⁵ n ɘ ⁵,ì+Σ+máá+té+nɘ́,i ¹ + Σ + m aa ⁵ + t e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang143,kʰi:r,2.pl.1.sg.fut.neg,ì-kʰíːr-máː-té-n-ʷú,ìΣmááténʷú,i ¹ Σ m aa ⁵ t e ⁵ n ʉ ⁵,ì+Σ+máá+té+n+ʷú,i ¹ + Σ + m aa ⁵ + t e ⁵ + n + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang144,kʰi:r,2.pl.1.pl.excl.fut.neg,ì-kʰíːr-máː-té-n-ʷú,ìΣmááténʷú,i ¹ Σ m aa ⁵ t e ⁵ n ʉ ⁵,ì+Σ+máá+té+n+ʷú,i ¹ + Σ + m aa ⁵ + t e ⁵ + n + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang145,kʰi:r,2.sg.3.sg.fut.neg,kʰìːr-máː-té-nɘ́,Σmááténɘ́,Σ m aa ⁵ t e ⁵ n ɘ ⁵,Σ+máá+té+nɘ́,Σ + m aa ⁵ + t e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang146,mu,2.sg.3.sg.fut.neg,m̥ù-màː-té-nɘ́,Σmààténɘ́,Σ m aa ¹ t e ⁵ n ɘ ⁵,Σ+màà+té+nɘ́,Σ + m aa ¹ + t e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang147,kʰi:r,2.sg.3.pl.fut.neg,kʰìːr-máː-hé-té-nɘ́,Σmááhéténɘ́,Σ m aa ⁵ h e ⁵ t e ⁵ n ɘ ⁵,Σ+máá+hé+té+nɘ́,Σ + m aa ⁵ + h e ⁵ + t e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang148,mu,2.sg.3.pl.fut.neg,m̥ù-màː-hé-té-nɘ́,Σmààhéténɘ́,Σ m aa ¹ h e ⁵ t e ⁵ n ɘ ⁵,Σ+màà+hé+té+nɘ́,Σ + m aa ¹ + h e ⁵ + t e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang149,kʰi:r,2.pl.3.sg.fut.neg,kʰìːr-máː-té-n-ʷú,Σmááténʷú,Σ m aa ⁵ t e ⁵ n ʉ ⁵,Σ+máá+té+n+ʷú,Σ + m aa ⁵ + t e ⁵ + n + ʉ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang150,mu,2.pl.3.sg.fut.neg,m̥ù-màː-té-n-ʷú,Σmààténʷú,Σ m aa ¹ t e ⁵ n ʉ ⁵,Σ+màà+té+n+ʷú,Σ + m aa ¹ + t e ⁵ + n + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang151,kʰi:r,2.pl.3.pl.fut.neg,kʰìːr-máː-hé-té-n-ʷú,Σmááhéténʷú,Σ m aa ⁵ h e ⁵ t e ⁵ n ʉ ⁵,Σ+máá+hé+té+n+ʷú,Σ + m aa ⁵ + h e ⁵ + t e ⁵ + n + ʉ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang152,mu,2.pl.3.pl.fut.neg,m̥ù-màː-hé-té-n-ʷú,Σmààhéténʷú,Σ m aa ¹ h e ⁵ t e ⁵ n ʉ ⁵,Σ+màà+hé+té+n+ʷú,Σ + m aa ¹ + h e ⁵ + t e ⁵ + n + ʉ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang153,kar,3.sg.fut.neg,kàr-máː-nɘ́,Σmáánɘ́,Σ m aa ⁵ n ɘ ⁵,Σ+máá+nɘ́,Σ + m aa ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang154,si,3.sg.fut.neg,sì-màː-nɘ́,Σmàànɘ́,Σ m aa ¹ n ɘ ⁵,Σ+màà+nɘ́,Σ + m aa ¹ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang155,kar,3.pl.fut.neg,kàr-máː-hé-nɘ́,Σmááhénɘ́,Σ m aa ⁵ h e ⁵ n ɘ ⁵,Σ+máá+hé+nɘ́,Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang156,si,3.pl.fut.neg,sì-màː-hé-nɘ́,Σmààhénɘ́,Σ m aa ¹ h e ⁵ n ɘ ⁵,Σ+màà+hé+nɘ́,Σ + m aa ¹ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang157,kʰi:r,3.sg.1.sg.fut.neg,ì-kʰíːr-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang158,kʰi:r,3.sg.1.pl.excl.fut.neg,ì-kʰíːr-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang159,kʰi:r,3.sg.1.pl.incl.fut.neg,ì-kʰíːr-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang160,mu,3.sg.1.pl.excl.fut.neg,ì-m̥ú-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang161,kʰi:r,3.pl.1.sg.fut.neg,ì-kʰíːr-máː-hé-nɘ́,ìΣmááhénɘ́,i ¹ Σ m aa ⁵ h e ⁵ n ɘ ⁵,ì+Σ+máá+hé+nɘ́,i ¹ + Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang162,kʰi:r,3.pl.1.pl.excl.fut.neg,ì-kʰíːr-máː-hé-nɘ́,ìΣmááhénɘ́,i ¹ Σ m aa ⁵ h e ⁵ n ɘ ⁵,ì+Σ+máá+hé+nɘ́,i ¹ + Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang163,kʰi:r,3.pl.1.pl.incl.fut.neg,ì-kʰíːr-máː-hé-nɘ́,ìΣmááhénɘ́,i ¹ Σ m aa ⁵ h e ⁵ n ɘ ⁵,ì+Σ+máá+hé+nɘ́,i ¹ + Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang164,kʰi:r,3.sg.2.sg.fut.neg,ì-kʰíːr-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang165,kʰi:r,3.sg.2.pl.fut.neg,ì-kʰíːr-máː-nɘ́,ìΣmáánɘ́,i ¹ Σ m aa ⁵ n ɘ ⁵,ì+Σ+máá+nɘ́,i ¹ + Σ + m aa ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang166,kʰi:r,3.pl.2.sg.fut.neg,ì-kʰíːr-máː-hé-nɘ́,ìΣmááhénɘ́,i ¹ Σ m aa ⁵ h e ⁵ n ɘ ⁵,ì+Σ+máá+hé+nɘ́,i ¹ + Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang167,kʰi:r,3.pl.2.pl.fut.neg,ì-kʰíːr-máː-hé-nɘ́,ìΣmááhénɘ́,i ¹ Σ m aa ⁵ h e ⁵ n ɘ ⁵,ì+Σ+máá+hé+nɘ́,i ¹ + Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang168,kʰi:r,3.sg.3.sg.fut.neg,kʰìːr-máː-nɘ́,Σmáánɘ́,Σ m aa ⁵ n ɘ ⁵,Σ+máá+nɘ́,Σ + m aa ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang169,mu,3.sg.3.sg.fut.neg,m̥ù-màː-nɘ́,Σmàànɘ́,Σ m aa ¹ n ɘ ⁵,Σ+màà+nɘ́,Σ + m aa ¹ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang170,kʰi:r,3.sg.3.pl.fut.neg,kʰìːr-máː-hé-nɘ́,Σmááhénɘ́,Σ m aa ⁵ h e ⁵ n ɘ ⁵,Σ+máá+hé+nɘ́,Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang171,mu,3.sg.3.pl.fut.neg,m̥ù-màː-hé-nɘ́,Σmààhénɘ́,Σ m aa ¹ h e ⁵ n ɘ ⁵,Σ+màà+hé+nɘ́,Σ + m aa ¹ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang172,kʰi:r,3.pl.3.sg.fut.neg,kʰìːr-máː-hé-nɘ́,Σmááhénɘ́,Σ m aa ⁵ h e ⁵ n ɘ ⁵,Σ+máá+hé+nɘ́,Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang173,mu,3.pl.3.sg.fut.neg,m̥ù-màː-hé-nɘ́,Σmààhénɘ́,Σ m aa ¹ h e ⁵ n ɘ ⁵,Σ+màà+hé+nɘ́,Σ + m aa ¹ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang174,kʰi:r,3.pl.3.pl.fut.neg,kʰìːr-máː-hé-nɘ́,Σmááhénɘ́,Σ m aa ⁵ h e ⁵ n ɘ ⁵,Σ+máá+hé+nɘ́,Σ + m aa ⁵ + h e ⁵ + n ɘ ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang175,mu,3.pl.3.pl.fut.neg,m̥ù-màː-hé-nɘ́,Σmààhénɘ́,Σ m aa ¹ h e ⁵ n ɘ ⁵,Σ+màà+hé+nɘ́,Σ + m aa ¹ + h e ⁵ + n ɘ ⁵,default,,,,Konnerth2025Monsang,nopage,monsang
monsang176,kar,1.sg.nfut.aff,kàr-ní-ŋ,Σníŋ,Σ n i ⁵ ŋ,Σ+ní+ŋ,Σ + n i ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang177,si,1.sg.nfut.aff,sí-nì-ŋ,Σnìŋ,Σ n i ¹ ŋ,Σ+nì+ŋ,Σ + n i ¹ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang178,kar,1.pl.excl.nfut.aff,kàr-n-ú-ŋ,Σnúŋ,Σ n u ⁵ ŋ,Σ+n+ú+ŋ,Σ + n + u ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang179,si,1.pl.excl.nfut.aff,sí-n-ù-ŋ,Σnùŋ,Σ n u ¹ ŋ,Σ+n+ù+ŋ,Σ + n + u ¹ + ŋ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang180,si,1.pl.incl.nfut.aff,sí-mé-nɘ̀,Σménɘ̀,Σ m e ⁵ n ɘ ¹,Σ+mé+nɘ̀,Σ + m e ⁵ + n ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang181,no_stem,1.sg.2.sg.nfut.aff,kíː-dɘ́ː-nàː-tʃɘ̀,kíΣnáátʃɘ̀,k i ⁵ Σ n aa ⁵ tʃ ɘ ¹,kí+Σ+náá+tʃɘ̀,k i ⁵ + Σ + n aa ⁵ + tʃ ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang182,no_stem,1.sg.2.pl.nfut.aff,kíː-dɘ́ː-nàː-tʃ-ʷù,kíΣnáátʃʷù,k i ⁵ Σ n aa ⁵ tʃ ʉ ¹,kí+Σ+náá+tʃ+ʷù,k i ⁵ + Σ + n aa ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang183,ka:,1.pl.excl.2.sg.nfut.aff,kíŋ-káː-náː-tʃɘ̀,kíŋΣnáátʃɘ̀,k i ⁵ ŋ Σ n aa ⁵ tʃ ɘ ¹,kíŋ+Σ+náá+tʃɘ̀,k i ⁵ ŋ + Σ + n aa ⁵ + tʃ ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang184,mu,1.pl.excl.2.sg.nfut.aff,kím-m̥ú-náː-tʃɘ̀,kímΣnáátʃɘ̀,k i ⁵ m Σ n aa ⁵ tʃ ɘ ¹,kím+Σ+náá+tʃɘ̀,k i ⁵ m + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang185,ne,1.pl.excl.2.sg.nfut.aff,kín-n̥é-náː-tʃɘ̀,kínΣnáátʃɘ̀,k i ⁵ n Σ n aa ⁵ tʃ ɘ ¹,kín+Σ+náá+tʃɘ̀,k i ⁵ n + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang186,ka:,1.pl.excl.2.pl.nfut.aff,kíŋ-káː-náː-tʃ-ʷù,kíŋΣnáátʃʷù,k i ⁵ ŋ Σ n aa ⁵ tʃ ʉ ¹,kíŋ+Σ+náá+tʃ+ʷù,k i ⁵ ŋ + Σ + n aa ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang187,mu,1.pl.excl.2.pl.nfut.aff,kím-m̥ú-náː-tʃ-ʷù,kímΣnáátʃʷù,k i ⁵ m Σ n aa ⁵ tʃ ʉ ¹,kím+Σ+náá+tʃ+ʷù,k i ⁵ m + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang188,ne,1.pl.excl.2.pl.nfut.aff,kín-n̥é-náː-tʃ-ʷù,kínΣnáátʃʷù,k i ⁵ n Σ n aa ⁵ tʃ ʉ ¹,kín+Σ+náá+tʃ+ʷù,k i ⁵ n + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang189,no_stem,1.sg.3.sg.nfut.aff,kíː-dɘ́ː-nàʔ,kíΣnáʔ,k i ⁵ Σ n a ⁵ ʔ,kí+Σ+náʔ,k i ⁵ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang190,no_stem,1.sg.3.pl.nfut.aff,kíː-dɘ́ː-nàː-hè,kíΣnááhè,k i ⁵ Σ n aa ⁵ h e ¹,kí+Σ+náá+hè,k i ⁵ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang191,ka:,1.pl.excl.3.sg.nfut.aff,kíŋ-káː-náʔ,kíŋΣnáʔ,k i ⁵ ŋ Σ n a ⁵ ʔ,kíŋ+Σ+náʔ,k i ⁵ ŋ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang192,mu,1.pl.excl.3.sg.nfut.aff,kím-m̥ú-náʔ,kímΣnáʔ,k i ⁵ m Σ n a ⁵ ʔ,kím+Σ+náʔ,k i ⁵ m + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang193,mu,1.pl.incl.3.sg.nfut.aff,ì-m̥ù-náɁ,ìΣnáʔ,i ¹ Σ n a ⁵ ʔ,ì+Σ+náʔ,i ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
